text,label
"ນີ້ແມ່ນຄ້າຍຄືກັບ ຍີ່ປຸ່ນທີ່ມາຢູ່ນີ້ ແລະ ເວົ້າວ່າ, ຂ້ອຍເຂົ້າໃຈວ່າເຈົ້າມີອາຫານທີ່ມີຊື່ສຽງຫຼາຍເອີ້ນວ່າ'' ສິ່ງເສດເຫຼືອ & quot; , ",Lao
ແລະ ມັນແມ່ນສິ່ງທີ່ສຸດ- ຖືກບໍ? ,Lao
ພວກເຮົາເອົາແກັບເຫລົ່ານີ້ດ້ວຍແສງສີຟ້າ ແລະ ປູກພວກມັນໄວ້ ໃນຊັ້ນຂອງຈຸລັງຢູ່ເຄິ່ງກາງຂອງ Retina ຢູ່ ທາງຫລັງຂອງຕາ ແລະ ຫັນເປັນກ້ອງຖ່າຍຮູບ. ,Lao
ມັນຄ້າຍຄືການວາງກະດານແສງຕາເວັນໃສ່ຈຸລັງປະສາດເພື່ອ ເຮັດໃຫ້ພວກມັນມີຄວາມອ່ອນໄຫວຕໍ່ແສງສະຫວ່າງ. ,Lao
"ຄຳຕອບແມ່ນມາຈາກການທົດລອງວິທະຍາສາດກ່ຽວກັບພຶດຕິກຳທີ່ດຳເນີນໃນລະດູຮ້ອນທີ່ ໜຶ່ງ, ເມື່ອ10 ປີກ່ອນ, ",Lao
"ແລະ ພຽງແຕ່ 90 ກິໂລແມັດກ່ອນໜ້ານີ້, ",Lao
"ໃນ San_Marcos, California. ",Lao
"ຂ້ອຍຢາກໃຫ້ປື້ມຫົນີ້ເບິ່ງຄືວ່າມັນຕົວະທ່ານ, ",Lao
"ສະນັ້ນ ສິ້ນຫວັງ ແລະ ສິ້ນຫວັງ, ",Lao
ວິທີທີ່ຄົນຕິດເຫຼົ້າຈະເປັນແນວໃດ. ,Lao
"ສູ້ຊົນສຳເລັດແຜນການຖອນທຶນ, ",Lao
ຫັນວິສາຫະກິດເປັນຫຸ້ນສ່ວນໃນປີ 2017. ,Lao
"ດ້ວຍຫົວຂໍ້ວ່າ “5G ແລະ ສັກກະລາດດີຈີຕອນ - 5G and the Digital Era”, ",Lao
"ໃນ 2 ວັນດຳເນີນກອງປະຊຸມດັ່ງເກົ່າ, ",Lao
"ບັນດາ ນັກຄຸມຄອງບໍລິຫານ, ນັກຊ່ຽວຊານດ້ານເຕັກໂນໂລຢີໄດ້ປຶກສາຫາລືກ່ຽວກັບນະໂຍບາຍການຄຸ້ມຄອງຍຸດທະສາດການພັດທະນາຄວາມຖີ່ໂທລະສັບມືຖື ແລະ ວິວັດການຜັນຂະຫຍາຍ 5G, ",Lao
"ລວມມີເຕັກໂນໂລຢີ, ການແບ່ງປັນ ແລະ ນຳໃຊ້ພື້ນຖານໂຄງລ່າງຄວາມຖີ່, ມາດຕະຖານຄວາມປອດໄພດ້ານຂໍ້ມູນຂ່າວສານ N  ",Lao
ແລະ ຮູບແບບການດຳເນີນທຸລະກິດການບໍລິການ 5G. ,Lao
ນີ້ແມ່ນສອງສັດທີ່ຖືກສ້າງຂື້ນເພື່ອຊ່ວຍປະຢັດສັດທີ່ໃກ້ຈະສູນພັນ. ,Lao
ບໍ່ພຽງແຕ່ສ້າງຄຸນຄ່າດ້ານເສດຖະກິດເທົ່ານັ້ນແຕ່ມັນຍັງສ້າງຄຸນຄ່າໃຫ້ແກ່ສັງຄົມອີກດ້ວຍ. ,Lao
ດັ່ງນັ້ນ 90 ເປີເຊັນຂອງສິ່ງທີ່ຂ້ອຍເຮັດໃນ 5 ຊົ່ວໂມງຂອງການກຽມຕົວໃນແຕ່ລະອາທິດແມ່ນເພື່ອໃຫ້ໄດ້ພື້ນຖານທີ່ໜັກແໜ້ນສຳລັບບັນຫາຕ່າງໆເຊັ່ນນີ້ ,Lao
ໃນປື້ມຕຳລາຮຽນແຕ່ລະແຫ່ງ ແລະ ຈັດຕັ້ງມັນຄືນໃໝ່ດ້ວຍວິທີການສະຫນັບສະຫນູນໃນການສະຫນອງຫລັກການຂໍ້ຜົນດ້ານຄະນິດສາດ ແລະ ການກຽມປັບປ້າຍຢ່າງຕໍ່ເນື່ອງ. ,Lao
ຄະນະຜູ້ແທນຂັ້ນສູງພັກແຮງງານ ສ.ເກົາຫຼີ ໄດ້ໄປຢ້ຽມຢາມເມືອງ Hai Phong . ,Lao
"ເອກະສານ, ວັດຖຸພັນກ່ວາ 200 ຢ່າງທີ່ນຳມາວາງສະແດງໄດ້ແນະນຳບົດບາດຂອງປະທານໂຮ່ຈີມິນ, ",Lao
ໃນການລິເລີ່ມຈັດຕັ້ງແລະ ລະດົມ ກຳລັງໃຈທົ່ວປວງຊົນເຂົ້າຮ່ວມບັນດາຂະບວນການແຂ່ງຂັນຮັກຊາດ. ,Lao
"ປະກອບສ່ວນໂຄສະນາ, ສຶກສາອົບຮົມໃຫ້ທົ່ວພັກ, ທົ່ວປວງຊົນ ແລະ ທົ່ວກອງທັບຮັບຮູ້ຢ່າງເລິກເຊິ່ງກ່ຽວກັບທີ່ຕັ້ງ, ບົດບາດ ແລະ ຄຸນປະໂຫຍດຂອງຂະບວນການແຂ່ງຂັນຮັກຊາດໃນ ໄລຍະປະຈຸບັນ; ",Lao
"ປຸກລະດົມທົ່ວພັກ, ທົ່ວປວງຊົນ, ທົ່ວກອງທັບສືບຕໍ່ຍູ້ແຮງວຽກງານຮ່ຳຮຽນ ແລະ ປະຕິບັດຕາມແນວຄິດຄຸນສົມບັດ  ແບບແຜນ ການດຳລົງຊີວິດຂອງປະທານໂຮ່ຈີມິນ, ",Lao
ປະຕິບັດມະຕິກອງປະຊຸມໃຫຍ່ຄັ້ງທີ 12 ຂອງພັກໄດ້ຢ່າງມີໄຊ. ,Lao
ສະນັ້ນ ສິ່ງທີ່ຂ້ອຍເຮັດແມ່ນຂ້ອຍປັບຕົວ '' Cloudburst & quot; ,Lao
ສຳລັບຊິ້ນສ່ວນເພື່ອໃຫ້ກຽດແກ່ເວລາລໍຖ້າທີ່ ງຽບສະຫງັດ ,Lao
ແລະ ນັກສະແດງຈະຮ້ອງສູ່ຄວາມງຽບສະຫງົບແທນທີ່ ຈະພະຍາຍາມໃຫ້ຊັດເຈນໃນເວລາດຽວກັນ. ,Lao
"ແລະ ຂ້ອຍກໍ່ບໍ່ໂດດເດັ່ນໃນຂົງເຂດທີ່ຂ້ອຍຕ້ອງການ ແລະ ເຈົ້າເຫັນຄະແນນເຫລົ່ານີ້ເບິ່ງບໍ່ດີ, ",Lao
ແຕ່ແນ່ນອນວ່າມັນບໍ່ສາມາດຄາດເດົາໄດ້ວ່າຂ້ອຍຈະ ເຮັດໃຫ້ຊີວິດຂາດການຈັດພາສາ. ,Lao
"ຮ່ວມກັບເພື່ອນຮ່ວມງານຂອງນັກແຕ້ມກາຟິກຂອງ ພວກເຮົາ, ",Lao
"ພວກເຮົາວາງແຜນສູດການຄິດໄລ່ສັບສົນທີ່ສາມາດເປັນຕົວແທນໃຫ້ແກ່ເວລາ ແລະ ສະຖານທີ່, ",Lao
ເບິ່ງເຫັນ ແລະ ສຽງ. ,Lao
"ວັນທີ30 ພຶດສະພາ, ທະນາຄານ ແຫ່ງລັດຫວຽດນາມມີຂໍ້ມູນຂ່າວຢ່າງເປັນທາງການ, ",Lao
"ພາຍຫລັງກະຊວງການເງິນອາເມລິກາຍົກອອກບັນຊີລາຍຊື່ ບັນດາປະເທດຕ້ອງຕິດຕາມກວດກາ, ",Lao
"ຊື່ງລວມມີ: 9 ປະເທດ, ໃນນັ້ນມີຫວຽດນາມ. ",Lao
"ແຕ່ທັນທີທັນໃດວຽກຂອງຂ້ອຍກໍ່ແຕກຕ່າງຈາກຂ້ອຍຢູ່ນີ້ ແມ່ນເວົ້າກ່ຽວກັບມັນ, ",Lao
ເວົ້າກັບຜູຄົນທາງໃນ. ,Lao
"ຄະນະກຳມະການປະຊາຊົນນະຄອນດ່ານັ້ງ ໄດ້ມອບໃບຍ້ອງຍໍ ແລະ ລາງວັນດ້ວຍເງິນສົດໃຫ້ບັນດາຄູຝຶກ, ນັກກິລາ",Lao
ທີ່ຍາດໄດ້ຜົນງານດີເດັ່ນຢູ່ ASIAD 18 ລວມມູນຄ່າ 65 ລ້ານດົ່ງ. ,Lao
ແລະ ໃນຄວາມເປັນຈິງແລ້ວມັນເປັນໄປໄດ້ແລ້ວທີ່ຈະຮູ້ວ່າພາກສ່ວນທີ່ ແຕກຕ່າງກັນຂອງສະໝອງທີ່ເບິ່ງເຫັນໄດ້ຖືກເປີດໃຊ້ໃນເວລາທີ່ພວກເຂົາມີຄວາມ ຫລົງໄຫຼ. ,Lao
"ພິສູດວ່າສິ່ງຕ່າງໆສາມາດປ່ຽນແປງໄດ້ແທ້ໆ, ",Lao
ທ່ານສາມາດຊອກຫາອາຫານປອດ ສານພິດຢູ່ ຫ້າງສັບພະສິນຄ້າແລະ ແມ່ນແຕ່ຢູ່ໃນຮ້ານອາຫານໄວ. ,Lao
"ແລະນີ້ແມ່ນສ່ວນໜຶ່ງຂອງຫ້ອງສະໝຸດຂອງກອງປະຊຸມທີ່ໃຫ້ບໍລິການຫໍສະໝຸດແຫ່ງຊາດ ໂດຍບໍ່ເສຍຄ່າແກ່ຄົນພິການຕາບອດແລະວິໄສທັດ, ",Lao
ແລະ ສິ່ງພິມຕ່າງໆທີ່ພວກເຂົາເລືອກລົງແມ່ນມີຄວາມຕ້ອງການຂອງຜູ້ອ່ານສ່ວນໃຫຍ່. ,Lao
"ພິທີເຄື່ອນທັບຄະນະນັກກິລາຕອນເຊົ້າວັນທີ28 ກັນຍາ, ",Lao
"ຢູ່ໂຮ່ຈີມິນ, ສະຫະສະມາຄົມParalympic ຫວຽດນາມ ໄດ້ສົມທົບກັບພະແນກວັດທະນະທຳ ແລະ ກິລາໂຮ່ຈີມິນ ຈັດຕັ້ງພິທີເຄື່ອນທັບຄະນະນັກກິລາພິການຫວຽດນາມ ",Lao
ເຂົ້າຮ່ວມງານມະຫາກຳກິລາຄົນພິການອາຊີປີ 2018 (Asian Para Games 3 Indonesia 2018). ,Lao
"ຄະນະຜູ້ແທນຫວຽດນາມເຂົ້າຮ່ວມງານມະຫາກຳ ມີສະມາຊິກ75ຄົນ, ",Lao
"ໃນນັ້ນມີນັກກິລາ 52 ຄົນ, ຄູຝຶກ 11 ຄົນ",Lao
"ແລະ ຫົວໜ້າຄະນະແມ່ນທ່ານຫວູເທ໊ຟຽດ, ",Lao
ຮອງປະທານທັງເປັນເລຂາທິການໃຫຍ່ສະຫະສະມາຄົມ Paralympic ຫວຽດນາມ. ,Lao
"ເຄື່ອງມືຂອງເຄືອຂ່າຍສັງຄົມ, ",Lao
ພວກມັນແມ່ນກອງໄຟດິຈິຕອນທີ່ຜູ້ຊົມມາເຕົ້າໂຮມກັນເພື່ອຟັງເລື່ອງຂອງພວກເຮົາ. ,Lao
"ຕາມບົດລາຍງານນີ້, ",Lao
"ສຳລັບຫວຽດນາມແລ້ວ, ",Lao
ບັນດາສັນຍາການຄ້າຫລາຍຝ່າຍຄື: CPTPPຈະເພີ່ມເຕີມກຳລັງໜູນໃຫ້ຮູບແບບການເຕີບໂຕໂດຍອີງໃສ່ການລົງທຶນ ແລະ ສົ່ອອກ ຂອງຫວຽດນາມ. ,Lao
"ໄລ່ມາຮອດເດືອນກໍລະກົດ2019, ຫວຽດນາມໄດ້ຕ້ອນຮັບແຂກທ່ອງທ່ຽວເກືອບ 9,8 ລ້ານ ເທື່ອຄົນ, ",Lao
"ເພີ່ມຂຶ້ນ7,9 %ເມື່ອທຽບໃສ່ໄລຍະດຽວກັນຂອງປີ 2018. ",Lao
"ໃນວັນນີ້, ຄວາມຮຸນແຮງໄດ້ ຫຼຸດລົງ ຢາງໜ້ອຍ70 %. ",Lao
"ໂອກາດເພື່ອໃຫ້ນັກຂ່າວສາກົນຊອກຮູ້ກ່ຽວກັບວັດທະນະທຳ , ຊາວຫວຽດນາມ",Lao
"ວຽກງານພິທີການ, ປ້ອງກັນຄວາມສະຫງົບ, ພະລາທິການໄດ້ຮັບການກະກຽມຢ່າງຮອບຄອບຖີ່ຖ້ວນ",Lao
"ເພື່ອຕ້ອນຮັບປະທານາທິບໍດີ 6 ທ່ານ ແລະ ທ່ານນາຍົກລັດຖະມົນຕີຂອງ 6 ປະເທດ, ",Lao
"ເຈົ້າໜ້າທີ່ຂອງຫຼາຍປະເທດ ອື່ນໆນັບແຕ່ຢູ່ສະໜາມບິນ,",Lao
ກະກຽມຍານພາຫະນະໄປມາ ແລະ ຮັບປະກັນຄວາມປອດໄພ. ,Lao
"ສິ່ງທີ່ຂະແໜງການລັດໄດ້ເຮັດໃນຕົວຢ່າງທີ່ຜ່ານມາ ແລະ ໃນ ຫຼາຍໆສິ່ງອື່ນໆ, ",Lao
ສິ່ງທີ່ຂ້ອຍເອງ ແລະ ເພື່ອນຮ່ວມງານອື່ນໆເອົາໃຈໃສ່ກໍ່ຄືການເຮັດຫຼາຍກວ່າ ສຸມໃສ່ການຫຼຸດຜ່ອນຄວາມສ່ຽງ.  ,Lao
"ກ່ອນອື່ນໝົດ, 5 ສັນຍານທີ່ທ່ານກຳລັງສອນ ແລະ ຮຽນຮູ້ຄະນິດສາດທີ່ບໍ່ຖືກຕ້ອງໃນຫ້ອງຮຽນ. ",Lao
ແລະ - - ເຖິງແມ່ນວ່າຂ້ອຍໄດ້ພົບເຫັນຍາດພີ່ນ້ອງຂອງນາຍພົນTso Tso ຈຳນວນໜຶ່ງທີ່ຍັງອາໄສຢູ່ໃນເມືອງນ້ອຍ ນັ້ນ. ,Lao
"ວັນທີ16 ທັນວາ, ຢູ່ຮ່າໂນ້ຍ, ກະຊວງວັດທະນະທໍາ, ກິລາ ແລະ ທ່ອງທ່ຽວຫວຽດນາມໄດ້ຈັດຕັ້ງກອງປະຊຸມສະຫຼຸບໄລຍະ 2 ປີ",Lao
"ແຫ່ງການຜັນຂະຫຍາຍປະຕິບັດແຜນຮ່າງ“ພັດທະນາວັດທະນະທໍາການອ່ານໃນວົງຄະນະຍາດຮອດປີ 2020, ",Lao
ກໍານົດທິດຮອດປີ 2030”. ,Lao
ຜົນສຳເລັດຂອງຄະນະນັກຮຽນເຂົ້າຮ່ວມການເສັງ Olympic ຄະນິດສາດສາກົນ,Lao
"ໄດ້ປະກອບສ່ວນຢັ້ງຢືນໝາກຜົນຕັ້ງໜ້າ ຂອງກະຊວງສຶກສາ ແລະ ບຳລຸງສ້າງໃນວຽກງານບຳລຸງສ້າງນັກຮຽນ ດີເດັ່ນ, ",Lao
"ກໍ່ຄືຄວາມມານະພະຍາຍາມຂອງບັນດາທ້ອງຖິ່ນໃນການພົບເຫັນ, ບຳລຸງນັກຮຽນເກັ່ງ.",Lao
ມີສິ່ງໃດແດ່ທີ່ພວກເຮົາກຳລັງເຮັດມັນກ່ຽວຂ້ອງກັບການປ່ຽນແປງຊີວິດ? ,Lao
ສິ່ງທຳອິດທີ່ລາວເຫັນແມ່ນຜ້າເຊັດຕົວຢູ່ກາງອາກາດ. ,Lao
ນັກເຕັ້ນລຳພື້ນເມືອງທີ່ມີຊື່ສຽງຂອງອິນເດຍ Ananda Shankar Jayantໄດ້ຖືກກວດພົບວ່າເປັນມະເລັງໃນປີ2008. ,Lao
ນາງໄດ້ແບ່ງປັນວ່ານາງບໍ່ພຽງແຕ່ປະເຊີນກັບການເຈັບເປັນຂອງນາງເທົ່ານັ້ນແຕ່ຍັງເຕັ້ນອີກດ້ວຍເຖິງວ່າຈະມີມັນ . ,Lao
ນາງຍັງໄດ້ສະແດງການເຕັ້ນເພື່ອເປັນສັນຍາລັກຂອງພະລັງງານທີ່ຊ່ວຍນາງໃນຊ່ວງ ເວລາທີ່ຫຍຸ້ງຍາກ.  ,Lao
"ຄືກັບວ່າ, ເຈົ້າຮູ້ບໍ່, '' ຊີວິດແມ່ນຫນ້າເບື່ອ. '' ",Lao
ໃຜຢາກເວົ້າແນວນັ້ນ? ,Lao
"ທ່ານລັດຖະມົນຕີຫງວຽນງອັກທ້ຽນຫວັງວ່າ: ກອງປະຊຸມລັດຖະມົນຕີທ່ອງທ່ຽວ ອາຊຽນ+3ຄັ້ງທີ 18 ຈະແມ່ນເວທີປາໄສແລກປ່ຽນບັນດາມາດຕະການເພື່ອຊຸກຍູ້ການແລກປ່ຽນແຂກທ່ອງທ່ຽວລະຫວ່າງ 2 ຝ່າຍ, ",Lao
"ກໍ່ຄືເພີ່ມທະວີການຮ່ວມມືໃນບັນດາຂົງເຂດຕ່າງໝວດຕ່າງມີຄວາມສົນໃຈ, ",Lao
"ຜ່ານນັ້ນ, ຍົກສູງ ການພົວພັນຮ່ວມມືທ່ອງທ່ຽວລະຫວ່າງອາຊຽນກັບຈີນ, ຍີ່ປຸ່ນ, ຂຶ້ນສູ່ລະດັບສູງໃໝ່, ",Lao
ປະກອບສ່ວນຊຸກຍູ້ການພົວພັນແລກປ່ຽນວັດທະນະທຳ,Lao
"ແລະ ປັບປຸງການພົວພັນມິດຕະພາບ, ",Lao
ການຮ່ວມມື ແລະ ວັດທະນາຖາວອນຂອງອາຊຽນກໍ່ຄື 3 ປະເທດ ພາກ ພືນໃນອາຊີຕາເວັນອອກສ່ຽງເໜືອ. ,Lao
ບົດລາຍງານແງ່ຫວັງພະລັງງານຫວຽດນາມປີ 2017 ແມ່ນໝາກຜົນແຫ່ງການຮ່ວມມືທີ່ພົ້ນເດັ່ນ ,Lao
"ແລະ ແມ່ນຜະລິດຕະພັນມີຄວາມໝາຍສຳຄັນໃນການກຳນົດທິດແຫ່ງການພັດທະນາພະລັງງານຕິດພັນກັບຄາດໝາຍເຕີບໂຕເສດຖະກິດ, ",Lao
ປົກປັກຮັກສາສິ່ງແວດລ້ອມ ແລະ ຄ້ຳປະກັນພະລັງງານຂອງຫວຽດນາມ,Lao
ພວກເຮົາມີຄວາມຊື່ສັດຕໍ່ກັບຜູ້ຄົ້ນຫາຫຼາຍກວ່າທີ່ພວກເຮົາຢູ່ກັບຄອບຄົວຂອງພວກເຮົາ. ,Lao
"ທ່ານScott Beaumont, ປະທານ Google ອາຊີ - ປາຊີຟິກໄດ້ເນັ້ນໜັກ ເຖິງການຫັນພື້ນຖານເສດຖະກິດເປັນດີຈີຕອນ ",Lao
"ເຊິ່ງເປັນໜຶ່ງໃນທ່າອ່ຽງທີ່ສຳຄັນຂອງໂລກ, ",Lao
ສາມາດນຳມາ ເຊິ່ງມູນຄ່າຢ່າງໃຫ່ຍຫຼວງ; ,Lao
"ຖືວ່າດ້ວຍພື້ນຖານທີ່ມີຢູ່ແລ້ວ ແລະ ກຳນົດທິດພັດທະນາໃນອະນາຄົດ, ",Lao
ແນ່ນອນວ່າຫວຽດນາມກໍ່ຈະໄດ້ຮັບຜົນປະໂຫຍດຈາກການຫັນພື້ນຖານ ເສດຖະກິດເປັນດີຈີຕອນ ,Lao
ແລະ ຝ່າຍGoogle ກໍ່ພ້ອມແລ້ວທີ່ຈະສະໜັບສະໜູນຫວຽດນາມເຂົ້າຮ່ວມວິວັດທະນາການນີ້ຢ່າງສະດວກ. ,Lao
ທ່ານຮອງນາຍົກລັດຖະມົນຕີສະເໜີໃຫ້ລັດຖະມົນຕີກະຊວງແຜນການ ແລະ ການລົງທຶນດ້ວຍຖານະເປັນປະທານສະພາປະເມີນຜົນ ແຫ່ງລັດສ້າງແຜນຮ່າງສຳເລັດໂດຍໄວເພື່ອຍື່ນສະເໜີຕໍ່ນາຍົກລັດຖະມົນຕີກ່ອນວັນທີ 20 ເມສາ. ,Lao
ແຕ່ການຕະຫຼາດເຮັດຫຍັງໃນກໍລະນີນີ້ເພື່ອເຮັດໃຫ້ການແກ້ໄຂການອະນາໄມໂລກລະບາດມີປະສິດຕິຜົນໃນການຕໍ່ສູ້ກັບພະຍາດຖອກທ້ອງ? ,Lao
"ໃນເດືອນມັງກອນນີ້, ພວກເຮົາໄດ້ຂີ່ລົດລາງປະຈຳປີຄັ້ງທີ 10ຂອງພວກເຮົາ",Lao
"ໂດຍມີກຸ່ມຫຼາກຫຼາຍປະມານ 3,500 ຄົນຂີ່ລົດໄຟໃນຊຸດຊັ້ນໃນນິວຢອກ - ",Lao
ຢູ່ໃນເມືອງສ່ວນໃຫຍ່. ,Lao
"ນີ້ແມ່ນເຂດເຊື່ອມຕໍ່ສຳຄັນໃນການພົວພັນແລະ ແລກປ່ຽນເສດຖະກິດ, ວັດທະນະທຳກັບສາກົນ, ",Lao
"ພ້ອມທັງແມ່ນທາງຜ່ານສິນຄ້າກັບບັນດາ ແຂວງຢູ່ເຂດ ໄຕງວຽນ, ",Lao
"ແລະ ແມ່ນປະຕູອອກສູ່ທະເລສະດວກທີ່ສຸດສຳລັບບັນດາທ້ອງຖິ່ນພາກໃຕ້ຂອງລາວ, ",Lao
ພາກອີສານຂອງໄທ ແລະ ພາກຕາເວັນອອກສ່ຽງເຫນືອ ຂອງກຳປູເຈຍຜ່ານແລວເສດຖະກິດຕາເວັນອອກຕາເວັນຕົກ. ,Lao
"ທ່ານເລຂາທິການໃຫຍ່, ປະທານປະເທດຫວຽດນາມຫງວຽນຝູຈ້ອງໄດ້ຫນູນຊ່ວຍກໍ່ສ້າງໂຮງຮຽນມັດທະຍົມແຫ່ງໜຶ່ງຢູ່ ແຂວງບໍລິຄຳໄຊ ",Lao
(ພາບ: ນັກຂ່າວ VOV ປະຈຳລາວ) ,Lao
"ໃນສະເພາະໜ້າ, ",Lao
"ໃນສົກຮຽນ2020 – 2021, ຫວຽດນາມສືບຕໍ່ສະໜອງທຶນການສຶກສາໃຫ້ແກ່ນັກສຶກສາ, ພະນັກງານລາວຈຳນວນ 1.100 ທຶນ ",Lao
"ເຊິ່ງບຳລຸງກໍ່ສ້າງໃນຫຼາຍຂົງເຂດ ແລະ ລະດັບທີ່ແຕກຕ່າງກັນນັບແຕ່ຊັ້ນປະລິນຍາຕີ, ປະລິນຍາໂທ ແລະ ບຳລຸງສ້າງໄລຍະສັ້ນ.",Lao
"48ເປີເຊັນຂອງກົກເຫລົ່າທີ່ເຮັດວຽກ, ເຫຼົ່ານີ້ແມ່ນກົກເຫລົ່າທີ່ມີວຽກເຮັດ, ",Lao
"ໂດຍກ່າວວ່າ,` ຂ້ອຍເກັ່ງ ແລະ ເຈົ້າບໍ່ແມ່ນ. '' ` ",Lao
ມັນຈະ ເປັນການດີກວ່າສຳລັບ ທຸກຄົນທີ່ຈະແຍກຕົວອອກ,Lao
ເພື່ອກະຕຸ້ນແນວຄິດຂອງຕົນເອງໃຫ້ພົ້ນຈາກອິດທິພົນຂອງຊຸມຊົນ ,Lao
ແລະ ຈາກນັ້ນເຂົ້າຮ່ວມເປັນທີມດຽວເພື່ອໂຕ້ວາທີໃນສະພາບແວດລ້ອມທີ່ມີການຄຸ້ມຄອງດີ ,Lao
ແລະ ມີອຳນາດໃນການຄຸ້ມຄອງມັນຈາກນັ້ນ. ,Lao
"ວັນທີ13 ພຶດສະພາ, ",Lao
ກອງທຶນຂໍ້ລິເລີ່ມການເງິນສະຫງວນໃຫ້ນັກທຸລະກິດຍິງ(We-Fi)  ,Lao
ຜ່ານທະນາຄານພັດທະນາອາຊີ(ADB),Lao
 ສະໜອງຈຳນວນເງິນກວ່າ20 ລ້ານUSD ເພື່ອໜູນຊ່ວຍບັນດາວິສາຫະກິດຂະໜາດກາງ ແລະ ນ້ອຍ ,Lao
ໂດຍແມ່ຍິງເປັນເຈົ້າຂອງໄດ້ສຳຜັດກັບບ້ວງ ເງິນ ,Lao
ແລະ ການເຄື່ອນໄຫວບຳລຸງສ້າງທີ່ຈຳເປັນຢູ່ຫວຽດນາມ ແລະ ປາຊີຟິກ. ,Lao
"ຮັບຮູ້ບັນດາກາລະໂອກາດ, ",Lao
ສິ່ງທ້າທາຍໃນການພັດທະນາເສດຖະກິດສະຫະກອນ ຢູ່ຫວຽດນາມ. ,Lao
"ຄາດວ່າ, ໃນປີ 2021 ຄວາມຕ້ອງການດ້ານກຳລັງແຮງງານເຮັດວຽກໃໝ່ຂອງນະຄອນ ໂຮ່ຈີມິນຈາກ 270.000–300.000ຄົນ,",Lao
ໃນນັ້ນມີບ່ອນ ເຮັດວຽກໃໝ່ປະມານ140.000 ບ່ອນ. ,Lao
"ນາງເປັນເດັກກຳພ້າທີ່ຕິດເຊື້ອໂລກ ເອດສ, ",Lao
ຜ່ານມືຄອບຄົວຫຼາຍຄອບຄົວເພື່ອ ເບິ່ງແຍງ.,Lao
"Jean Robert-Houdin, ນັກວິທະຍາສາດທີ່ຍິ່ງໃຫຍ່ທີ່ສຸດໃນປະເທດ ຝຣັ່ງ, ",Lao
ແມ່ນຜູ້ທຳອິດທີ່ ໄດ້ຮັບຮູ້ບົດບາດຂອງນັກວິສະວະກຳໃນຖານະນັກເລົ່າ ເລື່ອງ. ,Lao
ແຕ່ລອງຄິດເບິ່ງວ່າມັນຈະຍາກສໍ່າໃດທີ່ຈະພົບເນື້ອງໃນນົມທີ່ໜາແໜ້ນນີ້. ,Lao
ເມື່ອທ່ານເອົາ ເດັກໄປຫາແພໝໍ ທ່ານມີຂໍ້ມູນກ່ຽວກັບຄວາມສູງ ແລະ ນ້ຳໜັກ ,Lao
ແລະ ເມື່ອຂ້ອຍເຫັນສະຖານທີ່ທີ່ສວຍງານັ້ນ. ,Lao
"ຂ້ອຍຮູ້ວ່າຂ້ອຍຢາກກັບໄປ ທີສາມ, ",Lao
"ຜ່ານບັນດາພາຫະນະສື່ມວນຊົນ, ",Lao
"ສື່ສານຂອງ2 ຝ່າຍເພື່ອບໍ່ພຽງແຕ່ວິສາຫະກິດ, ",Lao
"ວົງການຕ່າງໆ ແລະ ນັບທັງປະຊາຊົນຂອງ 2 ປະເທດມີຄວາມເຂົ້າໃຈຢ່າງຄົບຖ້ວນກ່ວາ, ",Lao
"ມີບັນດານ້ຳໃຈອັນດີງາມເທົ່ານັ້ນ, ",Lao
"ຜ່ານນັ້ນ, ຍັງສ້າງເງື່ອນໄຂ, ສ້າງສະພາບແວດລ້ອມທີ່ດີກ່ວາໃຫ້ແກ່ການເຄື່ອນໄຫວຂອງວິສາຫະກິດອີກດ້ວຍ. ",Lao
"ສະຫຼຸບກອງປະຊຸມ, ທ່ານນາຍົກລັດຖະມົນຕີຫວຽດນາມ ໜງວຽນຊວນຟຸກ ໄດ້ຕີລາຄາສູງຄວາມຕັດສິນໃຈຂອງຂະແໜງ ວັດທະນະທຳ, ກິລາ ແລະ ທ່ອງທ່ຽວ, ",Lao
"ຂອງ ຮ່າໂນ້ຍແລະ ບັນດາກະຊວງ, ຂະແໜງການ, ທ້ອງຖິ່ນຕ່າງໆທີ່ກ່ຽວຂ້ອງ,  ",Lao
"ພ້ອມທັງເນັ້ນຫນັກວ່ານີ້ທັງແມ່ນຄວາມຮັບຜິດຊອບ ທັງເປັນກຽດຂອງຫວຽດນາມ, ",Lao
"ຊຶ່ງແມ່ນສະມາຊິກທີ່ຕັ້ງໜ້າ, ",Lao
ເພື່ອໃຫ້ຫວຽດນາມໂຄສະນາພາບພົດຂອງປະເທດຊາດຫວຽດນາມ ອີກດ້ວຍ.,Lao
"ແລະ ມັນຄວນຈະກ່າວເຖິງວ່າອິນເຕີເນັດແມ່ນ ໄດ້ຮັບການສະໜັບສະໜູນທຶນຈາກ DARPA, ",Lao
ກະຊວງປ້ອງກັນປະເທດສະຫະລັດ. ,Lao
"ລັດຖະບານຮຽກຮ້ອງໃຫ້ບັນດາກະຊວງ, ສຳນັກງານ, ທ້ອງຖິ່ນ ຕ່າງໆສືບຕໍ່ປ່ຽນແປງໃໝ່ຢ່າງແຮງ, ",Lao
"ຂະຫຍັນຂັນເຄື່ອນ, ມີຫົວຄິດປະດິດສ້າງ, ",Lao
